pub_date,sectionId,sectionName,webTitle,text,webUrl,apiUrl
2018-07-05T23:51:25Z,world,World news,Mother of Nauru refugee who killed himself begs to bury him in Australia,"The mother of an Iranian asylum seeker who took his own life on Nauru last month has been told his body will be sent to Iran against her wishes and not to Australia where he had relatives. Fazileh Mansour Beigi has told Guardian Australia she will stand vigil by the container where Fariborz Karami’s body is being held inside the Australian-run regional processing centre. She vowed to “stand by this container until the Australian government arrives to throw my kids and my body into the sea and release all of us together”. She has told Australian Border Force that she wishes for her eldest son to be buried in Australia, where her sister can perform a burial service, and visit his grave.
And she has written – through the camp management company Canstruct and the ABF – to the home affairs minister, Peter Dutton, pleading for compassion. In it she says: I thought for a mother that nothing would be as torturous as seeing her children suffer for five years, in the heat above 40 degrees, in a tent filled with mould, dirt and a rusted fan. But, now, as a mother, more painful for me is seeing my son’s dead body, disrespected in front of my eyes, in a fridge inside a rusty container for 19 days … My only wish is that you bury Fariborz’s body with respect in Australia, as soon as possible, so he can rest in eternal peace and my 12-year-old son won’t have the same destiny as his older brother. The Guardian has seen letters written to camp managers by Fariborz’s younger brother but has chosen not to reproduce or quote from them because of their graphic nature. Doctors on the island have, over years, consistently raised concerns about the boy’s mental health. In English, Fazileh wrote to the ABF formally requesting that her son’s body be buried where her sister could oversee the funeral service.
The 26-year-old died on 15 June. An autopsy revealed a drug overdose. An embalmer has been on the island for several days, Guardian Australia has been told, to prepare the body for burial. Karami’s mother, wife, brother and close friends have been able to see his body over the past 24 hours. ABF officers insisted the body could only be buried in Nauru – for which the family would have to pay – or Iran. Mansour Beigi has rejected both options as they would mean her family is permanently separated from her son’s resting place. She says she cannot return to Iran for fear of persecution, and Nauru has consistently refused to permanently resettle any refugees or asylum seekers.
Karami does have other relatives in Iran, from which, it is understood, he was estranged. Mansour Beigi said the delay in burying her son was culturally insensitive and had caused her further grief. “Many times, I have requested ABF to allow me to bury my child while his body and face are still looking beautiful,” she told Guardian Australia. “Now he is bruised, swollen and not even buried. I will stand by this container until the Australian government arrives to throw my kids and my body into the sea and release all of us together.” In response to questions about Fariborz Karami, the home affairs department has maintained: “Further inquiries should be referred to Nauruan authorities … The department does not comment on individual cases.” Sources on Nauru have told Guardian Australian that ABF has ultimate authority over the regional processing centre, and has had “complete control” over Karami’s body and the movement of his family on the island. Questions to the Nauruan government have not been answered.",https://www.theguardian.com/world/2018/jul/06/mother-of-nauru-refugee-who-killed-himself-begs-to-bury-him-in-australia,https://content.guardianapis.com/world/2018/jul/06/mother-of-nauru-refugee-who-killed-himself-begs-to-bury-him-in-australia
2018-07-05T23:27:25Z,world,World news,Rohingya refugees reject UN-Myanmar repatriation agreement,"Rohingya community leaders have rejected an agreement between the United Nations and government of Myanmar for the return of refugees who fled violence in Rakhine state. Having seen a leaked text, the leaders say it does not address their concerns and will not help in the repatriation of the refugees.
“The agreement is on the issue of return of the Rohingya to their homes. Strangely, they did not bother to consult the Rohingya community before going for the deal. In the agreement there is no commitment from the Burmese government to fulfill our key demands as a precondition for our safe return to our homes. It is against the interest of the Rohingya,” Bangladesh-based Rohingya political activist Ko Ko Linn said. After the authorities in Myanmar launched a crackdown in Rakhine in October 2016, many Rohingya Muslims fled to neighbouring Bangladesh. Following further military action in August 2017, in which Myanmar’s soldiers were accused of rape, murder and arson, hundreds of thousands of Rohingya crossed to Bangladesh. In June, the Myanmar government announced it had reached an agreement with the UN that would quicken the process of repatriating the Rohingya. But the resulting memorandum of understanding was kept secret by its signatories. After the text of the MoU leaked online, Rohingya leaders and activists say it fails to address the key concerns of the community.
“We have long been seeking a guarantee from the Burmese government of restoration of our citizenship rights before we return. But, they have skirted this issue of citizenship in the MoU to our disappointment. The plan to repatriate the Rohingya will never meet with any success if the government does not accept this key demand,” Linn told the Guardian. Although the community has lived in Myanmar for generations, a 1982 law stripped the Rohingya of their citizenship and made most of them stateless. In the Buddhist majority country Rohingya Muslims are now identified as interlopers from Bangladesh. Myanmar’s government refers to them as Bengali, not Rohingya. UK-based Rohingya rights activist Tun Khin said that it had been unethical on the parts of the Myanmar government and the UN agencies not to involve the refugee community before drafting the agreement. “The Rohingya have the right to know about the details of the agreement relating to the process of repatriation, restoration of the citizenship rights, rehabilitation, reintegration and rebuilding of their bulldozed homes and their future. Our community members are extremely angry and disappointed to know of the details of the MoU, after it has leaked. They are also angry because the Burmese government did not make the the details of the agreement public,” Tun Khin, president of Burmese Rohingya Organisation UK. Zeid Ra’ad al-Hussein, the UN high commissioner for human rights, reportedly had a heated exchange with a diplomat from Myanmar over the 700,000 Rohingya who are stuck in overcrowded camps in Bangladesh. When the diplomat told the UN Human Rights Council that his country was “committed to the defence of human rights,” Hussein said the claim “almost creates its own level of preposterousness”.",https://www.theguardian.com/world/2018/jul/06/rohingya-refugees-reject-un-myanmar-repatriation-agreement,https://content.guardianapis.com/world/2018/jul/06/rohingya-refugees-reject-un-myanmar-repatriation-agreement
2018-07-05T20:16:45Z,world,World news,'He died a hero': Canadian man mauled by polar bear while protecting his family,"A father in the northern Canadian territory of Nunavut is being hailed as a hero after he died protecting his three young children from a polar bear attack.
Aaron Gibbons, 31, was at a popular fishing and hunting spot near the hamlet of Arviat, on the western shores of Hudson Bay, on Tuesday when the bear appeared, according to the Royal Canadian Mounted Police. Gibbons was unarmed at the time of the attack. He was on a small island enjoying a day out with his children, Gordy Kidlapik, Gibbons’ uncle, told the Winnipeg Free Press. “The bear started to stalk or charge one of his children,” he said. “He told his children to run back to the boat and put himself between his children and the bear.”
His school-age children made it safely to the boat and called for help on the CB radio. Kidlapik was among those who heard the call, describing it as “heartbreaking”. Police said Gibbons was pronounced dead at the scene. “He died a hero,” said Kidlapik. The bear was shot and killed by other adults who were nearby. The attack left Arviat, a small hamlet that is home to some 2,600 people, reeling. “It’s just really incredibly sad,” a local lawmaker, John Main, told the Canadian Broadcasting Corporation (CBC). “We’re a small community and when something like this happens, it affects the whole community.” Attacks by polar bears are rare; the last polar bear mauling in the region is believed to have happened 18 years ago in Rankin Inlet, about 200km north of Arviat. Nunavut’s department of environment said conservation officers were investigating the circumstances of the attack to determine whether factors such as the bear’s age or health played a role in the attack. Arviat is located within the range of the Western Hudson Bay polar bear population, which numbers around 840 bears, according to 2016 estimates. In recent years, local hunters and elders in the community have reported a spike in sightings of polar bears around the community and noted that they seem to be less afraid of humans. The World Wildlife Fund, which in 2010 partnered with Arviat to launch a program to monitor the perimeter of the community from September to December, has linked the increase to climate change. Sea ice is taking longer to form each autumn, meaning bears are spending more time on the coastline, Paul Crowley, director of the organisation’s arctic program, told the CBC in 2016. “It’s partially because the climate is changing and partly because of attractants in the communities like the dumps.” On Wednesday, Kidlapik, Gibbons’ uncle, floated his own theory, pointing to polar bear tours based in Churchill, Manitoba – about 250km south of Arviat – for acclimatising the bears to the presence of humans. “You’ll see pictures of tourists touching a bear through the fence,” he said, while other outfitters offered walking tours near the bears.
The bears then migrated from Manitoba, where the tours are based, towards northern communities like Arviat, he said. He speculated that the tours could be a factor in explaining the bears’ shifting behaviour, noting that 10 or 15 years ago, they would flee at the sound of an all-terrain vehicle or snowmobile. “Today, bears are not doing that. They hang around. They won’t run away. They’ll go on the trail beside you,” he said. “Bears are losing whatever fear they have of humans.” When asked about any potential link between polar bear tours and the attack, Nunavut’s department of environment declined to comment.",https://www.theguardian.com/world/2018/jul/05/canada-nunavut-aaron-gibbons-mauled-polar-bear-kids,https://content.guardianapis.com/world/2018/jul/05/canada-nunavut-aaron-gibbons-mauled-polar-bear-kids
2018-07-05T19:34:34Z,world,World news,Mexico: 19 killed and dozens injured in fireworks explosions,"Nineteen people have been killed and at least 40 injured in a string of explosions that ripped through fireworks workshops just north of Mexico City – the latest in a series of deadly blasts to hit the area. Video of Thursday’s disaster showed an immense plume of smoke rising above the area of the explosions in the town of Tultepec. Other images released by local media showed wrecked buildings and scorched ground in a rural patch of modest homes and small farm plots. Officials said that four explosions ripped through the area after fire broke out at a clandestine worshop. “The problem was that after the first explosion, people went running to help, and when the second explosion occurred, these people who ran to help were killed,” Luis Felipe Puente, head of Mexico’s civil defense agency, told the Milenio news network.
The tragedy comes 18 months after a chain reaction of explosions tore through the San Pablito fireworks market in Tultepec at the height of the busy Christmas season, killing 42 people. The 2016 blast marked the third time in a decade the site had exploded, even though it was supposedly constructed to avoid just such a calamity. Mexicans were quick to express anger of officials’ apparent inability to prevent repeated disasters at the same site. “Guess what happened in Tultepec (again) …” the Reforma newspaper’s city section tweeted. In a second tweet, the newspaper said: “Barely 11 days ago, an explosion in Tultepec left one dead and six injured; 18 days ago, another [explosion] caused seven deaths … Explosions and tragedies in Tultepec repeat themselves constantly.”The people in Tultepec express pride in their pyrotechnics industry, despite the risks. Barely three months after the 2016 San Pablito explosion the town paid tribute to those who died in the accident with a massive fireworks display.
“It’s a high-risk activity and there are a lot of people that depend on it,” said Juan Guerrero, a Tultepec government spokesman. He estimated the fireworks business – which supplies the country and attracts hoards of buyers over the independence and Christmas holidays – supports 30,000 jobs. “It’s generational. There are some people who are third-generation working in it and obviously it’s a good source of work,” he said. “The earnings are good, but it’s high-risk.” Critics accuse politicians of refusing to crack down on the industry in order to win elections, even going so far as to promise support for those in the fireworks trade.",https://www.theguardian.com/world/2018/jul/05/mexico-city-fireworks-explosions-tultepec,https://content.guardianapis.com/world/2018/jul/05/mexico-city-fireworks-explosions-tultepec
2018-07-05T17:45:38Z,world,World news,Police officer arrested over shooting that sparked Nantes riots,"A police officer who shot and killed a man during a stop-and-search operation in Nantes, sparking two nights of rioting and violence, has been taken into custody for questioning. Investigators are looking into whether the officer should be charged with “violence by a person of authority leading to manslaughter”. Announcing the arrest on Thursday, the Nantes prosecutor’s office said: “Only at the end of this questioning will the prosecutor be in a position to announce his decision regarding what happens next in this affair.” On Thursday evening several hundred people took part in a silent march in memory of the dead man, Aboubakar Fofana. His family, who did not take part in the march, have appealed for calm after clashes between protesters and police on Wednesday night. Dozens of vehicles and buildings – including shops, a police station, community centre and a library – were torched. Protesters shouted “killers, killers, shame on you” and others threw stones from apartment windows. Police responded with teargas. The violence was worst in areas routinely described by French authorities as “sensitive” – often run-down high-rise social housing projects where unemployment, poverty and crime are high. The prime minister, Édouard Philippe, visited Nantes on Thursday and promised “the fullest transparency” over the death. He expressed his support for police and firefighters dealing with the protests and “firm condemnation” of the rioters. “When firefighters come to save a library or evacuate someone who is ill and [they] are stoned, nobody understands,” he said. The government promised police reinforcements and said the violence and vandalism would not be tolerated. Fofana was allegedly under surveillance in a drug-trafficking investigation when the rented Nissan he was driving was stopped by police in the Breil district at around 8.30pm on Tuesday. He was not carrying identity papers, as required in France, and police tried to arrest him. Le Monde reported that Fofana was wanted under a 2017 arrest warrant for organised robberies. Police said he was hit in the neck by a single bullet after he reversed his car into one of the officers. However, a number of witnesses contested the police claims, saying the car was stationary when officers fired and that no officer was injured. A woman who filmed the incident, who did not wish to give her name, told French journalists: “There were no police behind the car. He didn’t hit anyone. There was only the one gunshot.” The incident has strained tense relations between youths and police in France’s urban housing estates. On Wednesday night, protesters set fire to a community centre on the Malakoff estate, destroying more than 10,000 books and children’s games. The town hall has vowed to rebuild the centre, but Marie-Gaby, a local resident, said people were devastated. “They’ve attacked a symbol of the area. Apart from the library, this was a wonderful gathering place for children and the elderly. There were activities, association meetings, and things offered to youngsters who couldn’t go on holiday,” she told 20 Minutes. Another resident, who was close to tears, said: “In two nights they’ve destroyed everything built in 20 years, but we won’t give up.”",https://www.theguardian.com/world/2018/jul/05/security-forces-dispatched-to-nantes-after-police-shooting-sparks-violence,https://content.guardianapis.com/world/2018/jul/05/security-forces-dispatched-to-nantes-after-police-shooting-sparks-violence
2018-07-05T17:12:40Z,world,World news,Iran threatens to block Strait of Hormuz over US oil sanctions,"A potential confrontation between the US and Iran is brewing in the Strait of Hormuz after Tehran threatened to block the Gulf passageway in retaliation for Washington’s looming sanctions against Iranian oil exports – a threat the US military said would be immediately countered. The Trump administration is demanding all countries end imports of Iranian oil by 4 November as part of its new policy of hostility towards Tehran after Washington’s unilateral exit from the 2015 nuclear agreement. Iran’s president, Hassan Rouhani, responded during a rare visit to Europe this week by signalling that Tehran could disrupt regional crude shipments and cut its cooperation with the UN nuclear watchdog. On Thursday the commander of Iran’s elite Revolutionary Guards, whose forces patrol the Strait of Hormuz – through which one-fifth of the world’s oil passes in tankers – said the Guards were ready to put Rouhani’s words into action if necessary.
The US navy signalled it was ready to confront Tehran militarily in response. Mohammad Ali Jafari, the Guards commander, was quoted by the semi-official Tasnim news agency as saying: “We will make the enemy understand that either everyone can use the Strait of Hormuz or no one.” Bill Urban, a spokesman for US Central Command, said Washington and its allies provided security in the region and would not stand idly by. “Together, we stand ready to ensure the freedom of navigation and the free flow of commerce wherever international law allows,” he said. The threats will bring back memories of the latter years of the 1980s Iran-Iraq war, when US forces attacked Iranian territorial waters after a US ship struck an Iranian mine. Rouhani returned to Tehran on Thursday after lobbying European leaders to deliver a robust rebuttal to the US withdrawal from the nuclear deal. “The Americans have claimed they want to completely stop Iran’s oil exports. They don’t understand the meaning of this statement because it has no meaning for Iranian oil not to be exported while the region’s oil is exported,” Rouhani said this week in Switzerland. “If you can do such a thing, do it and see the result,” Rouhani added in a threat that was lauded at home by the commander of the Quds force, Qassem Suleimani. The fate of the nuclear deal is in the balance after Donald Trump pulled the US out of it in May before imposing new sanctions despite European resistance and Tehran’s adherence to the agreement, as verified multiple times by the International Atomic Energy Agency (IAEA). Although the US initially demanded all countries end imports of Iranian oil in the autumn, it is likely to grant temporary exceptions to countries that rely heavily on Iranian crude such as China, India and Turkey. Ellie Geranmayeh, a senior policy fellow at the European Council on Foreign Relations, said Iran did not view the nuclear agreement solely through the prism of an economic agreement, but also as a political and security deal. She said the Trump administration’s policy was not solely to exit the joint comprehensive plan of action (JCPOA) but also to make it impossible to sustain it. Rouhani had two overarching messages during his visit to Europe, Geranmayeh said. “First, Iran expects more concrete action from all parties to the nuclear agreement to sustain economic channels. Second, sustaining oil exports and market share is a red line for Iran.
“If Trump implements his threat to squeeze Iran’s oil exports, Tehran is prepared to escalate against the US to impose direct costs for global oil markets. This is a core issue of national security behind which there is growing backing from the political establishment.” Despite the US’s withdrawal, the deal has not yet collapsed as Europe remains committed to salvaging it. Geranmayeh said Europe was expected to present a more concrete economic package to Iran during a ministerial meeting at the JCPOA’s joint commission on Friday. Also at stake is Rouhani’s political career. The agreement is the moderate cleric’s main achievement in office, for which he was rewarded with a second term last year, but Trump’s antagonism towards Iran has empowered Rouhani’s hardline opponents at home, risking him becoming an early lame duck. Trump’s hostility has compounded the country’s economic woes, while Iran is going through weeks of protests due to a currency crisis and environmental issues. Hardliners have started their onslaught on Rouhani, blaming his economic performance for the protests.",https://www.theguardian.com/world/2018/jul/05/iran-retaliate-us-oil-threats-eu-visit-hassan-rouhani-trump,https://content.guardianapis.com/world/2018/jul/05/iran-retaliate-us-oil-threats-eu-visit-hassan-rouhani-trump
2018-07-05T17:10:51Z,world,World news,Facebook labels declaration of independence as 'hate speech',"In the run-up to the Fourth of July, the Liberty Country Vindicator, a small local newspaper in Texas, posted sections of the declaration of the independence to its Facebook page, in a bid to encourage discussion of US history among its readership. What must have seemed like a benign social media strategy managed to fall foul of Facebook’s algorithmic censors, which labeled sections of the declaration hate speech and removed the posts. Facebook alerted the Vindicator to let them know that the section of the declaration that includes a reference to “merciless Indian savages” was a violation of their community standards. The declaration’s passage has often been cited as an encapsulation of the dehumanising attitude toward indigenous Americans that the US was founded on. Facebook’s removal of the section arguably put the Vindicator in a position of whitewashing history. Casey Stinnett, the managing editor of the paper, said in a post on the site on Monday that the removal also put them in a “a quandary about whether to continue with posting the final two parts of the declaration … should Facebook find anything in them offensive, the Vindicator could lose its Facebook page”. Facebook has since apologised and reinstated the post, but it’s not the first time algorithmic censors have tried to censor important historical artefacts because they are considered obscene. Earlier this year, an account dedicated to LGBT History posted the 1992 Zoe Leonard poem I Want A President, which has the opening line: “I want a dyke for president.” The poem, which has previously been displayed in a 20ft by 30ft piece of public art in New York, was removed by Instagram for violating its community standards. In response, hundreds of other accounts also posted the poem, with Instagram playing whack-a-mole trying to remove them. The chief curator at the Museum of Contemporary Art in Los Angeles was among a number of influential art and literary figures that posted the poem and had it removed by the site. After a days of removals, Instagram apologised, said there had been a “mistake” and reinstated the posts.
In 2016, Facebook removed a posting of Pulitzer-prize winning photograph The Terror War and suspended the account of Norwegian Tom Egeland. The photograph shows children, including the naked nine-year-old Kim Phúc, fleeing a napalm attack during the Vietnam war. In response, a Norwegian newspaper wrote a front-page editorial defending Egeland and displaying the photograph. Facebook also removed the newspaper’s posting of the front page, alerting them that: “Any photographs of people displaying fully nude genitalia or buttocks, or fully nude female breast, will be removed.” These errors in censorship might appear trivial, but as an ever-increasing amount of internet usage takes place within a tiny number of social media sites, it is likely these kinds of challenging works or honest reflections of history will reach fewer people. As Stinnett says, outlets like theirs have become “dependent, perhaps too dependent, on Facebook to communicate with local residents”.",https://www.theguardian.com/world/2018/jul/05/facebook-declaration-of-independence-hate-speech,https://content.guardianapis.com/world/2018/jul/05/facebook-declaration-of-independence-hate-speech
2018-07-05T16:28:51Z,world,World news,Lancashire firefighters set up exclusion zone amid BBQ risk,"Firefighters have set up a three sq mile exclusion zone around a large moorland fire in Lancashire amid concerns about people lighting barbecues. Lancashire fire and rescue service took the unusual step of banning walkers from the area after they discovered a used disposable barbecue on Winter Hill, near Bolton, on Wednesday. Around 100 firefighters with up to 20 fire engines are continuing to tackle the blaze that started seven days ago, as emergency services across the region struggle to contain the biggest outbreak of wildfire in recent memory. On Thursday, Lancashire fire and rescue released an image of the exclusion zone, which stretches from Rivington village to Horrocks Moor, where one of the fires began a week ago. The fire service said: “[The map] shows the areas we need people to stay clear of; not only for public safety but to help us maintain the progress we’ve made so we can give you back full access ASAP.”
Steven Fletcher, the Bolton mountain rescue team leader, told the BBC the exclusion zone was in place to “stop people disturbing the ash by walking on the burnt area”. He said it “beggars belief” and that someone would risk causing another fire by having a barbecue on the hill. Concerns about the Winter Hill blaze being reignited came after Greater Manchester police said they believed arson may have caused the Saddleworth Moor fire which began on 24 June. Police said residents had seen people lighting a bonfire at around 7.30pm on Sunday and Ch Supt Neil Evans, the territorial policing commander for Tameside, said: “The moorland fire is now being investigated as arson following information from local witnesses and initial inquiries.” The Saddleworth fire was quickly doused by fire crews but reignited because of the hot weather. Residents have inundated firefighters with donations of everything from suncream to water and socks. On Thursday, a local McDonalds store delivered 200 meals to the firefighters at Winter Hill.
Some firefighters from Greater Manchester and Lancashire have been working 20-hour shifts as the fires burn in several locations across north-west England. The fire on Saddleworth Moor is now said to be under control but soldiers and an RAF Chinook will stay until at least Friday to help firefighters extinguish the smouldering embers. Matt Wrack, the Fire Brigades Union general secretary, said some firefighters without basic training had been sent to tackle blazes, and MPs have raised concerns that some soldiers were pictured at the scene without protective clothing.",https://www.theguardian.com/world/2018/jul/05/lancashire-firefighters-set-up-exclusion-zone-amid-bbq-risk,https://content.guardianapis.com/world/2018/jul/05/lancashire-firefighters-set-up-exclusion-zone-amid-bbq-risk
2018-07-05T15:34:54Z,world,World news,"Germany, Austria and Italy to consider 'closing' southern migrant route","Germany, Austria and Italy will hold talks on “closing” the southern migrant route to Europe, the German interior minister, Horst Seehofer, has announced, after he promised that refugees would not be sent over the Bavarian border to Austria. At a hastily arranged meeting in Vienna with the Austrian chancellor, Sebastian Kurz, Seehofer sought support from Germany’s southern neighbour for a controversial border agreement he had reached with the German chancellor, Angela Merkel. Seehofer, whose hard line on immigration has prompted weeks of conflict with the chancellor, promised that Germany would not send asylum seekers to Austria if they were turned away at the German border, although details remained unclear. Separately, Merkel said she wanted to protect Europe’s “humanity” in dealing with migrants, spelling out her differences with Hungary’s prime minister, Viktor Orbán, at a press conference in Berlin. Merkel’s Christian Democratic Union party reached an agreement with its sister party, Seehofer’s Christian Social Union, to set up special transit centres at the German-Austrian border to process asylum claims. Germany also wants to reach bilateral deals with Greece and Italy so they take back asylum seekers.
Under EU rules, the first country of arrival is responsible for processing asylum claims, a system that has put a heavy burden on Mediterranean states and triggered angry debates about what to do with people who move to other member states. Seehofer predicted that talks with Greece and Italy about these so-called secondary movements of people would be “extremely complex and complicated”. Austria had feared that Germany was exporting these asylum claimants, prompting Kurz to warn that he could introduce controls along the southern border. “These national measures would of course affect Austria and would mean that we would have to take measures along our southern border,” Kurz said hours before meeting Seehofer. “We are fighting for a European solution.” After the meeting, Kurz said “things had been cleared up now”, but acknowledged that there would be a “period of uncertainty” while Germany sought to negotiate agreements on returns with Greece and Italy. Under pressure from the CSU, Merkel has been scrambling to get an EU-wide solution, fearing that there will be a domino effect if Germany takes unilateral action, leading to border closures across central Europe and unravelling the EU’s border-free travel zone, imposing costs on people and businesses. Austria has been considering imposing controls at the Brenner Pass, one of Europe’s busiest transport hubs, on its southern border with Italy. If vehicles had to detour through the Gotthard tunnel in Switzerland, Austrian officials estimate it would add €124 (£110) to the cost of each journey. Austria, which took over the EU’s rotating presidency on 1 July, wants to strengthen the EU’s external borders while avoiding internal controls on the continent. Kurz said “major progress” on external borders had been made at a recent summit in Brussels of EU leaders as he sought to dispel doubts about the vague communique that was agreed. After all-night talks, EU leaders agreed that unspecified non-EU countries should host migrant-processing centres to try to prevent people risking their lives making dangerous sea crossings to Europe. Kurz said he was “convinced there are countries that are willing to work with us in the spirit of partnership”, though he did not name them. Under Kurz’s leadership, the Austrian People’s party entered into a coalition with the far-right anti-immigrant Freedom party last December. That coalition, backed by Denmark, recently called for failed asylum seekers to be expelled from the EU to camps in the Balkans. Diplomatic convention requires the holder of the EU presidency not to push pet projects but to act as an honest broker for all EU countries. Kurz indicated it would not be possible to push the idea of camps in non-EU countries during the next six months. “To be honest, I do not want to elaborate on this idea because we do not want to endanger it,” he said, adding it was “not connected to the Austrian presidency but it might serve as an example for others”. Austria has become an enthusiastic supporter of a long-standing effort by the European commission to create a European border and coastguard agency, in contrast to the policy of previous Austrian governments. Kurz called for the agency to have 10,000 border guards by 2020, seven years earlier than anticipated by Brussels.",https://www.theguardian.com/world/2018/jul/05/germany-austria-and-italy-to-moot-closing-southern-migrant-route,https://content.guardianapis.com/world/2018/jul/05/germany-austria-and-italy-to-moot-closing-southern-migrant-route
2018-07-05T14:08:53Z,world,World news,'Gun to head': French prison break helicopter pilot describes ordeal,"The helicopter pilot taken hostage and forced to help heavily armed men spring a notorious French criminal from prison has spoken publicly for the first time about his ordeal. Stéphane Buy told how he was expecting to give a flying lesson to two men; instead, he was beaten, knocked briefly unconscious and ordered to take a group of masked men to break Rédoine Faïd out of jail. The hunt continues for Faïd, 46, a serial criminal serving 25 years for his part in a failed robbery in 2010 in which a police officer died. Buy, an experienced pilot with 3,000 flying hours, said he had been approached by two men, one aged around 50 and the second in his twenties, for lessons. “It was the second or third time I’d seen them. They’d already done an initiation flight with me and it had gone very well. I thought it was a father who wanted to treat his son. It was a flying lesson like any other,” he told RTL radio.
Buy said the men arrived on time for their lesson at 9.30am French time on Sunday morning at the aerodrome at Lognes, east of Paris. But instead of boarding the helicopter Buy had prepared, an R44 Robinson with four places, the two men insisted on a lesson in an Alouette II, capable of transporting five people parked in the same hangar. Buy refused, saying the Allouette was on loan and not suitable for beginners. In any case it was too low on fuel, he told the men. “It was at that moment everything changed and they began to threaten me. I said we couldn’t take off with so little fuel, and they said: ‘Then get fuel quickly.’” His voice breaking, Buy added: “They led me to believe my family was in danger.”
He said he was in “such a state” but managed to put fuel in the helicopter and was ordered to calmly let the control tower know they were taking off in a southeasterly direction. “Then [the gunmen] told me to land in a field on the pretext of wanting to urinate. “They made me get out of the helicopter and aimed their guns at me. I was hit a couple of times with the butts and was told they had decided to take a friend from Réau prison, and it was important for me to do my job well otherwise my family would be at risk and there was someone outside my home. “I wasn’t resisting; I didn’t have any choice with two Colts held to my head.” Buy said he was then ordered to take off again, but had no flight plan or any idea of which direction to go.
“Then they told me to land again. I didn’t know where I was. They ordered me to cut off the engine and put my head down so I couldn’t see the commandoes arriving. I could hear bags and people being loaded into the back but I had to guess what was happening from the noise behind the cockpit. I was still being held with a Colt against my head.” Buy said his nightmare truly began after the Alouette II, a vintage model, refused to restart. “At this point the men became really angry. Suddenly I was being hit harder and harder with the gun butts. They kept shouting ‘start it, start it’, but each time the red light came on and it wouldn’t start. There was nothing I could do. “I suggested we get out and try to solve the problem from the electro-mechanical box on the outside. It was then I saw these men completely hooded in outfits like the Raid or GIGN [French rapid intervention forces] in the helicopter.” Buy said the men, wielding Kalashnikov rifles and reportedly wearing police armbands, began to lose patience with him as he repeatedly tried to start the aircraft without success. “Maybe they thought I was faking a breakdown, but I felt completely helpless in front of that engine that I had tried to restart five, six times,” he said. “They became more and more nasty. I took a blow to the head and I fell to the ground unconscious for several moments. They picked me up … I tried another connection … finally the engine started and we took off in a hurry.” The gunmen ordered Buy to fly low over fields “clearly to avoid radar” while they looked for the prison, finally spotting its red walls. “I asked them: ‘What do I do now?’ They made me pass directly over the prison. I was too busy concentrating on what was a tricky manoeuvre to be worried for my safety. I had to follow their orders. “I landed in a triangular courtyard on a piece of Tarmac about 1.5 metres wide lined with flowers. It was a precise move but that is what I am specialised in. It’s what I teach my students. “The others got out, leaving a commando with me who ordered me to rise to 1.5 metres and do a half turn in the courtyard. “I was then told to hold the helicopter just about the ground and wait. I don’t know why. It was extremely precise move to hold it at around 3cms for 10 minutes. “My worry was that the level of fuel was going down. It was very low. And I didn’t know where they would take me.” While Buy hovered in the prison’s main courtyard, the only one not protected by anti-aircraft netting, the gunmen cut through a prison door using an angle grinder and burst into the visiting room where Faïd was talking to his brother, Brahim. “After … everyone was on board I took off. I didn’t know who was on board; he [Faïd] was pretty quiet. They told me to fly towards Roissy [Charles de Gaulle] airport but not the airport itself.“Then they ordered me to land in an alley near a Total petrol station next to a fast road … Everyone got out. I heard them talking about petrol and bleach and I knew they were going to try to set the Alouette on fire.” The helicopter was found partially burned near Gonesse, north-east of Paris. Buy was taken to hospital where he was treated for shock. It is the second time in five years that Faïd has broken out of jail. The French authorities believe the gang may have flown drones over the prison in recent months to become familiar with its layout in preparation for the raid.",https://www.theguardian.com/world/2018/jul/05/gun-to-head-french-prison-break-helicopter-pilot-describes-ordeal,https://content.guardianapis.com/world/2018/jul/05/gun-to-head-french-prison-break-helicopter-pilot-describes-ordeal
